City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,likiep,9.8251,169.3107,28.28,68,96,7.34,MH,1691264302
366,pemangkat,1.1667,108.9667,26.41,85,0,2.42,ID,1691264302
367,santa catalina,9.3337,122.8637,25.75,88,18,1.25,PH,1691264303
368,gulf breeze,30.3571,-87.1639,38.45,63,20,8.23,US,1691264303
369,tongchuanshi,35.0806,109.0897,25.25,77,2,1.14,CN,1691264304
370,eisenberg,50.9667,11.9,17.69,80,100,0.89,DE,1691264304
371,chhachhrauli,30.25,77.3667,25.35,94,100,2.8,IN,1691264305
372,khasavyurt,43.25,46.5881,24.54,47,0,2.95,RU,1691264305
373,inhambane,-23.865,35.3833,17.99,94,20,0.0,MZ,1691264306
374,guerrero negro,27.9769,-114.0611,26.98,49,9,5.71,MX,1691264306
375,t'aebaek,37.1759,128.9889,20.85,94,27,0.68,KR,1691264307
376,bismarck,46.8083,-100.7837,20.91,78,100,5.14,US,1691264307
377,fort st. john,56.2499,-120.8529,22.94,53,20,3.09,CA,1691264080
378,kalmunai,7.4167,81.8167,26.77,80,98,2.49,LK,1691264308
379,kirkland lake,48.1446,-80.0377,22.16,33,1,3.09,CA,1691264309
380,nikol'sk,53.7189,46.0712,20.21,81,0,2.62,RU,1691264309
381,conde,-7.2597,-34.9075,27.7,69,40,7.2,BR,1691264310
382,fordingbridge,50.9275,-1.7903,14.86,80,20,3.6,GB,1691264310
383,acarau,-2.8856,-40.12,27.81,67,81,8.25,BR,1691264287
384,bardai,11.65,7.2333,22.91,89,100,4.93,NG,1691264311
385,znojmo,48.8555,16.0488,17.23,91,100,6.55,CZ,1691264312
386,south bay,26.664,-80.7162,35.01,62,100,1.71,US,1691264312
387,isla del bosque,22.7333,-105.85,31.78,62,99,3.78,MX,1691264313
388,erenhot,43.6475,111.9767,22.82,48,4,5.72,CN,1691264313
389,acapulco de juarez,16.8634,-99.8901,31.9,58,20,4.63,MX,1691264137
390,xai-xai,-25.0519,33.6442,17.98,77,5,3.06,MZ,1691264284
391,zahedan,29.4963,60.8629,31.95,12,0,4.12,IR,1691264315
392,pekanbaru,0.5333,101.45,26.18,89,99,1.54,ID,1691264315
393,lerwick,60.1545,-1.1494,12.0,74,100,0.94,GB,1691264316
394,richards bay,-28.783,32.0377,18.71,75,11,4.28,ZA,1691264316
395,alice springs,-23.7,133.8833,7.75,87,0,2.57,AU,1691264194
396,kolonia,50.9333,6.95,17.36,86,20,2.06,DE,1691264039
397,strezhevoy,60.7333,77.5889,15.04,63,0,2.91,RU,1691264318
398,villa de etla,17.2,-96.8,23.27,58,99,1.99,MX,1691264318
399,buka,40.8108,69.1986,25.91,25,2,1.65,UZ,1691264318
400,ivangorod,59.3716,28.2162,18.24,73,100,1.16,RU,1691264319
401,arari,-3.4536,-44.78,33.53,44,68,3.28,BR,1691264290
402,berezovyy,51.6667,135.7,12.19,74,10,1.6,RU,1691264320
403,troitsko-pechorsk,62.7084,56.1964,15.76,96,16,1.19,RU,1691264320
404,dayr hafir,36.1569,37.7078,26.8,65,0,8.03,SY,1691264321
405,gerash,27.6652,54.1371,31.08,38,70,0.42,IR,1691264321
406,yeniseysk,58.4497,92.1703,12.64,71,100,2.2,RU,1691264322
407,coxen hole,16.3244,-86.5366,30.6,70,0,7.72,HN,1691264322
408,saldanha,-33.0117,17.9442,10.03,89,100,0.88,ZA,1691264323
409,mandalgovi,45.7625,106.2708,17.39,77,2,1.3,MN,1691264323
410,pacific grove,36.6177,-121.9166,26.47,85,20,3.6,US,1691264289
411,bovalino,38.149,16.174,24.94,68,26,4.93,IT,1691264324
412,langarud,37.197,50.1535,26.56,52,92,1.54,IR,1691264325
413,bafoulabe,13.8065,-10.8321,29.85,69,69,2.59,ML,1691264326
414,hermanus,-34.4187,19.2345,9.89,87,100,1.76,ZA,1691264326
415,kourou,5.1552,-52.6478,30.03,73,17,4.59,GF,1691264327
416,atasu,48.6814,71.6433,22.94,51,100,4.04,KZ,1691264327
417,makinsk,52.6292,70.4169,19.31,71,92,2.66,KZ,1691264327
418,jayapura,-2.5333,140.7,24.66,90,100,2.05,ID,1691264328
419,charters towers,-20.1,146.2667,12.71,79,0,4.37,AU,1691264328
420,taveta,-3.3963,37.6736,21.53,66,89,2.97,KE,1691264329
421,nelson bay,-32.7167,152.15,15.56,95,98,6.71,AU,1691264329
422,stephenville,32.2207,-98.2023,41.54,22,0,2.57,US,1691264330
423,udachny,66.4167,112.4,10.25,70,90,4.35,RU,1691264330
424,narasannapeta,18.4167,84.05,27.47,82,59,2.89,IN,1691264331
425,faya-largeau,17.9257,19.1043,33.3,47,25,5.07,TD,1691264331
426,saa,4.3667,11.45,21.66,95,100,2.73,CM,1691264331
427,yilan,24.757,121.753,29.39,99,100,2.15,TW,1691264332
428,wuhai,39.6647,106.8122,29.02,30,100,2.28,CN,1691264332
429,maceio,-9.6658,-35.7353,26.69,73,40,5.66,BR,1691264333
430,smithers,54.7804,-127.1743,24.18,43,75,1.54,CA,1691264283
431,krokek,58.6667,16.4,16.25,77,40,1.54,SE,1691264334
432,chernyshevskiy,63.0128,112.4714,14.37,75,9,5.15,RU,1691264322
433,fisterra,42.9049,-9.2629,22.64,87,27,8.42,ES,1691264335
434,takoradi,4.8845,-1.7554,24.07,92,86,3.87,GH,1691264335
435,owo,7.1962,5.5868,22.04,99,99,2.28,NG,1691264335
436,veraval,20.9,70.3667,26.88,84,100,7.91,IN,1691264336
437,washington,47.5001,-120.5015,22.18,31,100,1.7,US,1691264052
438,nieuw nickerie,5.95,-56.9833,28.76,68,25,4.6,SR,1691264337
439,tahe,52.3333,124.7333,11.16,67,14,1.16,CN,1691264337
440,karpenisi,38.9167,21.7833,17.23,93,42,2.5,GR,1691264339
441,kapenguria,1.2511,35.0895,14.76,81,94,1.72,KE,1691264340
442,ussuriysk,43.7986,131.9508,18.9,96,100,0.78,RU,1691264340
443,nili,33.7218,66.1302,21.53,21,0,3.48,AF,1691264341
444,ust-kamenogorsk,49.9789,82.6103,14.96,87,6,2.0,KZ,1691264341
445,laramie,41.3114,-105.5911,23.94,36,20,5.14,US,1691264064
446,nishinoomote,30.7333,131.0,27.71,89,100,11.67,JP,1691264342
447,bechar,31.6167,-2.2167,39.18,10,0,2.57,DZ,1691264342
448,aykhal,66.0,111.5,10.25,67,28,7.72,RU,1691264343
449,boa vista,2.8197,-60.6733,31.99,58,40,2.57,BR,1691264343
450,kaga bandoro,6.9896,19.1874,22.76,95,100,0.33,CF,1691264345
451,pandan,14.0453,124.1694,26.93,82,9,4.22,PH,1691264346
452,colby,39.3958,-101.0524,30.46,53,0,3.6,US,1691264087
453,nuevo casas grandes,30.4167,-107.9167,36.53,17,0,2.53,MX,1691264134
454,nova xavantina,-14.6667,-52.35,35.44,15,65,1.61,BR,1691264347
455,margate,51.3813,1.3862,16.61,91,45,3.58,GB,1691264296
456,shohimardon,39.9839,71.8028,23.43,45,7,0.25,UZ,1691264348
457,pasni,25.2631,63.471,27.42,79,92,4.66,PK,1691264348
458,tazovsky,67.4667,78.7,13.65,59,6,2.51,RU,1691264320
459,xilin hot,43.9667,116.0333,16.95,61,99,1.44,CN,1691264280
460,huruta,8.15,39.35,16.05,73,65,3.66,ET,1691264350
461,fuglafjordur,62.244,-6.814,11.26,80,96,0.33,FO,1691264350
462,bandon,51.7469,-8.7425,16.77,83,100,3.87,IE,1691264351
463,emet,39.343,29.2585,25.73,45,0,1.51,TR,1691264351
464,salou,41.0766,1.1416,25.69,69,0,3.6,ES,1691264352
465,slyudyanka,51.6594,103.7061,15.65,95,100,1.54,RU,1691264352
466,fortaleza,-3.7227,-38.5247,29.07,58,0,6.17,BR,1691264353
467,chapada dos guimaraes,-15.4606,-55.7497,32.81,17,3,0.42,BR,1691264353
468,broken hill,-31.95,141.4333,4.71,85,0,4.57,AU,1691264354
469,kudahuvadhoo,2.6708,72.8944,28.05,77,100,5.58,MV,1691264316
470,ronneby,56.21,15.276,14.28,94,100,0.0,SE,1691264354
471,pontal do parana,-25.6533,-48.5128,23.32,87,17,2.33,BR,1691264355
472,la gi,10.6667,107.7833,25.14,90,77,3.72,VN,1691264355
473,xiangtan,27.85,112.9,31.18,79,14,1.6,CN,1691264356
474,guroymak,38.5774,42.0281,23.63,32,7,2.23,TR,1691264291
475,yangjiang,21.85,111.9667,26.36,85,82,1.91,CN,1691264357
476,sechura,-5.5569,-80.8222,28.23,51,3,6.21,PE,1691264358
477,ust'-kulom,61.6864,53.6902,16.84,98,97,2.0,RU,1691264358
478,sydney,-33.8679,151.2073,12.97,91,100,7.2,AU,1691263802
479,kongolo,-5.3833,27.0,29.09,31,60,2.78,CD,1691264359
480,anchorage,61.2181,-149.9003,19.49,73,0,3.09,US,1691264061
481,thoen,17.6129,99.2161,24.0,95,100,1.02,TH,1691264360
482,mochudi,-24.4167,26.15,11.33,39,0,1.91,BW,1691264361
483,gisborne,-38.6533,178.0042,5.55,82,6,2.23,NZ,1691264361
484,hilo,19.7297,-155.09,28.49,76,100,2.06,US,1691264362
485,inari,68.906,27.0288,12.11,94,100,0.36,FI,1691264362
486,tobelo,1.7284,128.0095,26.04,85,100,3.31,ID,1691264363
487,ulanhot,46.0833,122.0833,12.49,88,1,3.86,CN,1691264363
488,forres,57.6113,-3.6108,14.01,73,75,3.09,GB,1691264364
489,ituango,7.1712,-75.764,25.24,74,41,1.71,CO,1691264364
490,selkirk,50.1436,-96.8845,29.5,45,100,3.43,CA,1691264155
491,shush,32.1942,48.2436,38.74,13,0,5.89,IR,1691264365
492,sand springs,36.1398,-96.1089,22.86,88,40,5.14,US,1691264366
493,acatlan de osorio,18.2,-98.05,30.32,41,100,3.37,MX,1691264366
494,santa marta de ortigueira,43.6833,-7.85,19.03,82,91,4.66,ES,1691264367
495,siem reap,13.5,104.0,25.86,83,100,1.94,KH,1691264367
496,kabalo,-6.05,26.9167,27.59,36,21,2.04,CD,1691264368
497,isla mujeres,21.2311,-86.731,33.03,69,11,4.77,MX,1691264214
498,koryazhma,61.3143,47.1691,16.61,93,34,2.03,RU,1691264369
499,sincik,38.0368,38.6149,25.38,24,0,1.42,TR,1691264369
500,sarina,-21.4333,149.2167,17.56,92,30,4.0,AU,1691264370
501,nago,26.5881,127.9761,27.47,95,100,16.39,JP,1691264370
502,kavieng,-2.5744,150.7967,26.77,81,91,5.18,PG,1691264371
503,rio grande,-32.035,-52.0986,17.06,73,0,3.99,BR,1691264371
504,tual,-5.6667,132.75,25.63,78,75,9.68,ID,1691264372
505,natal,-5.795,-35.2094,28.36,69,40,8.23,BR,1691264351
506,murzuq,25.9155,13.9184,35.17,12,0,2.75,LY,1691264373
507,masterton,-40.9597,175.6575,3.82,93,14,1.27,NZ,1691264373
508,saint-francois,46.4154,3.9054,18.69,63,75,2.57,FR,1691264374
509,smara,26.7384,-11.6719,26.15,41,0,7.23,EH,1691264374
510,zyryanskoye,56.8306,86.6258,9.83,80,0,2.58,RU,1691264375
511,vorkuta,67.5,64.0,17.99,53,0,2.7,RU,1691264375
512,concepcion del oro,24.6333,-101.4167,28.6,16,1,4.07,MX,1691264376
513,cooma,-36.2333,149.1333,0.83,94,15,0.71,AU,1691264376
514,phalaborwa,-23.943,31.1411,15.6,61,0,1.73,ZA,1691264377
515,mildura,-34.2,142.15,3.37,87,5,3.81,AU,1691264226
516,phan thiet,10.9333,108.1,24.9,90,65,3.39,VN,1691264378
517,ivanteyevka,55.9711,37.9208,22.3,70,4,1.14,RU,1691264378
518,holualoa,19.6228,-155.9522,25.99,73,40,3.6,US,1691264379
519,junqueiropolis,-21.5147,-51.4336,30.9,21,0,1.68,BR,1691264291
520,la palma,33.8464,-118.0467,36.52,59,0,4.02,US,1691264380
521,soio,-6.1349,12.3689,21.72,90,10,4.47,AO,1691264380
522,vila franca do campo,37.7167,-25.4333,23.23,73,100,2.88,PT,1691264380
523,kismayo,-0.3582,42.5454,24.59,84,41,7.26,SO,1691264381
524,beaufort west,-32.3567,22.583,17.73,34,35,3.85,ZA,1691264381
525,tamanrasset,22.785,5.5228,29.95,26,40,5.14,DZ,1691264382
526,slave lake,55.2834,-114.769,18.99,77,0,2.06,CA,1691264382
527,ukmerge,55.25,24.75,18.15,99,100,4.82,LT,1691264383
528,argo,37.6333,22.7333,32.1,54,0,2.47,GR,1691264383
529,beardstown,40.0176,-90.4243,24.27,73,98,0.45,US,1691264384
530,nelamangala,13.1022,77.39,22.11,88,44,4.04,IN,1691264385
531,grande prairie,55.1667,-118.8027,23.1,46,20,2.06,CA,1691264352
532,aspen,39.1911,-106.8175,24.91,28,0,4.12,US,1691264169
533,hondarribia,43.372,-1.7945,19.54,93,100,2.57,ES,1691264386
534,dul'durga,50.6761,113.5931,15.07,92,100,3.07,RU,1691264387
535,horta,38.5333,-28.6333,23.34,79,75,3.13,PT,1691264387
536,karkira,36.9292,6.5856,22.43,69,1,2.3,DZ,1691264388
537,axim,4.8699,-2.2405,24.3,91,77,3.28,GH,1691264388
538,annau,37.8876,58.516,28.72,48,40,3.09,TM,1691264389
539,khovd,48.0056,91.6419,18.88,43,42,1.64,MN,1691264389
540,mykolaiv,49.5237,23.9852,22.71,59,0,5.29,UA,1691264389
541,tindouf,27.6711,-8.1474,38.25,17,0,4.12,DZ,1691264390
542,formosa do rio preto,-11.0483,-45.1931,32.8,22,50,3.21,BR,1691264390
543,kihangara,-2.5833,33.35,19.78,45,69,4.5,TZ,1691264391
544,asau,46.4333,26.4,23.51,63,0,1.13,RO,1691264391
545,mayma,52.0197,85.9114,17.28,95,100,1.65,RU,1691264392
546,bel ombre,-4.6167,55.4167,25.91,83,40,5.66,SC,1691264392
547,ajuy,11.1724,123.0197,25.36,88,24,4.46,PH,1691264393
548,nuku'alofa,-21.1333,-175.2,19.19,94,100,5.66,TO,1691264280
549,thunder bay,48.4001,-89.3168,24.95,36,40,4.12,CA,1691264394
550,huarmey,-10.0681,-78.1522,22.67,65,100,5.33,PE,1691264394
551,gaiman,-43.2897,-65.4929,13.88,30,0,8.06,AR,1691264394
552,yuzhne,46.6221,31.1013,26.93,54,0,5.93,UA,1691264395
553,el haouaria,37.05,11.0144,25.01,57,0,13.33,TN,1691264395
554,amga,60.8953,131.9608,13.81,69,86,0.69,RU,1691264281
555,shahpur,16.7,76.8333,24.74,78,71,6.06,IN,1691264396
556,lata,40.1629,-8.3327,20.2,54,0,1.26,PT,1691264397
557,soto la marina,23.7667,-98.2167,40.19,29,3,8.53,MX,1691264397
558,selfoss,63.9331,-20.9971,12.8,88,91,3.39,IS,1691264285
559,belaya kholunitsa,58.84,50.8528,16.91,87,99,2.37,RU,1691264398
560,solnechnyy,50.7214,136.6319,13.89,72,58,2.03,RU,1691264399
561,oamaru,-45.0784,170.9801,2.99,93,17,2.93,NZ,1691264399
562,xining,36.6167,101.7667,14.14,89,100,1.86,CN,1691264399
563,isangel,-19.55,169.2667,21.06,94,75,0.0,VU,1691264400
564,neiafu,-18.65,-173.9833,23.38,94,100,4.12,TO,1691264401
565,najran,17.4924,44.1277,30.36,23,90,1.26,SA,1691264401
566,coracora,-15.0333,-73.7833,15.68,38,93,2.15,PE,1691264402
567,huayin,34.5675,110.0921,26.5,82,17,2.04,CN,1691264402
568,levin,-40.6333,175.275,4.26,87,43,1.56,NZ,1691264403
569,gebeit,21.0667,36.3167,30.85,43,100,3.97,SD,1691264404
570,chernyshevsk,52.5243,117.0174,14.7,53,100,1.02,RU,1691264404
571,dunedin,-45.8742,170.5036,6.56,79,13,3.13,NZ,1691264405
572,as sulayyil,20.4607,45.5779,37.14,11,100,1.21,SA,1691264406
573,varzea grande,-15.6467,-56.1325,36.93,20,0,1.03,BR,1691264406
574,milas,37.3164,27.7839,25.64,69,0,2.06,TR,1691264408
575,tocopilla,-22.092,-70.1979,19.53,65,20,3.64,CL,1691264408
576,kurumkan,54.3,110.3,15.83,89,100,1.95,RU,1691264409
577,villa de cura,10.0386,-67.4894,33.36,64,22,3.25,VE,1691264409
578,bondo,3.8146,23.6866,20.76,96,99,1.18,CD,1691264410
579,chibougamau,49.9168,-74.3659,22.79,38,40,7.2,CA,1691264410
580,yuzhno-kurilsk,44.0306,145.8556,13.32,97,100,4.57,RU,1691264411
581,mansa konko,13.4667,-15.55,29.6,73,100,3.31,GM,1691264411
582,port moresby,-9.4431,147.1797,19.68,94,20,1.54,PG,1691264330
583,suva,-18.1416,178.4415,20.71,94,100,0.0,FJ,1691264279
584,moundou,8.5667,16.0833,22.12,94,100,0.8,TD,1691264413
